,car_name,model_name,no_of_owner,KMS_Driven,fuel_type,mfg_year,colour,seating_capacity,milage,price,original_price
1045,Maruti,Suzuki,First,23600,Petrol,2018,Brown,5,21.56,7.45,8.44
1049,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1050,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1051,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1052,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1053,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1054,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1056,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1059,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1060,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1061,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1062,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1063,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1064,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1065,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1067,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1068,Ford,EcoSport,Second,18014,Petrol,2019,Others,5,17,8.53,8.16
1069,Honda,CR-V,First,29000,Petrol,2015,Silver,5,17,8.53,8.16
1070,Datsun,redi-GO,First,1413,Petrol,2019,Silver,5,22.7,2.95,3.38
1072,Hyundai,Elite,First,43956,Petrol,2015,Silver,5,18.6,5.21,5.41
1074,Hyundai,Creta,First,40000,Petrol,2018,White,5,15.29,12.75,11.8
1075,Hyundai,Elite,First,59235,Petrol,2015,Blue,5,18.6,4.99,5.35
1076,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1077,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1078,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1079,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1080,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1081,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1082,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1083,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1084,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1085,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1086,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1090,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1091,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1092,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1095,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1097,Hyundai,Creta,First,40000,Petrol,2018,White,5,15.29,12.75,11.8
1098,Maruti,Suzuki,First,41000,Petrol,2017,Blue,5,21.4,5.91,6.89
1099,Honda,City,Third,61000,Petrol,2014,Red,5,18.7,4.65,5.17
1100,BMW,7,First,6200,Petrol,2022,Blue,5,335,1.28,1.52
1101,Volkswagen,Caravelle,Second,94764,Petrol,2009,Silver,5,18.7,4.75,5.36
1103,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1105,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1106,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1107,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1108,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1109,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1111,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1113,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1114,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1115,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1116,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1119,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
1121,Honda,City,First,35000,Petrol,2016,Grey,5,18.7,6.99,7.22
1124,Ford,Fiesta,First,31575,Petrol,2011,Silver,5,11.7,1.95,2.29
1126,Toyota,Yaris,First,17250,Petrol,2018,Silver,5,17.1,7.51,8.4
1127,Toyota,Urban,First,25042,Petrol,2020,Silver,5,18.7,10.51,10.51
1128,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1129,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1131,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1132,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1133,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1134,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1135,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1139,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1140,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1141,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1145,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1147,Hyundai,Elite,First,20285,Petrol,2017,Red,5,18.6,5.91,6.01
1151,Maruti,Suzuki,First,49000,Petrol,2016,Red,5,21.4,5.45,5.76
1155,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1156,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1157,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1159,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1160,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1161,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1162,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1166,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1167,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1168,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1169,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1170,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1171,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1172,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1173,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1175,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1177,Ford,EcoSport,Second,18014,Petrol,2019,Others,5,17,8.53,8.16
1179,Mercedes-Benz,E-Class,Second,69000,Petrol,2012,Black,5,12.06,10.5,11.76
1181,Tata,Nexon,First,13646,Petrol,2020,Green,5,16.3,10.5,11.24
1184,BMW,M5,First,45903,Petrol,2019,Grey,5,13.25,1.18,1.04
1185,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1186,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1187,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1189,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1190,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1191,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1192,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1193,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1194,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1195,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1196,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1200,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1204,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1206,Honda,City,First,53000,Petrol,2016,Grey,5,18.7,7.75,7.58
1207,Ford,Fiesta,First,31575,Petrol,2011,Silver,5,11.7,1.95,2.29
1211,Mercedes-Benz,GLC,First,25000,Petrol,2021,White,4,18.7,43,29.61
1212,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1213,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1214,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1216,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1217,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1218,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1219,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1220,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1221,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1222,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1224,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1226,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1227,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1228,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1229,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1234,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
1236,Maruti,Suzuki,Second,31000,Petrol,2017,Blue,5,19.12,6.95,7.47
1237,Maruti,Suzuki,First,32946,Petrol,2020,Brown,5,20.52,6.95,7.47
1238,Maruti,Suzuki,First,41000,Petrol,2017,Blue,5,21.4,5.91,6.89
1241,Ford,Fiesta,First,31575,Petrol,2011,Silver,5,11.7,1.95,2.29
1242,Maruti,Suzuki,First,27585,Petrol,2017,Blue,5,23.1,4.95,4.51
1244,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1245,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1246,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1248,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1249,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1250,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1251,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1252,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1255,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1256,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1257,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1262,Volkswagen,Ameo,Second,64500,Petrol,2016,Others,5,17.83,4.1,4.87
1267,Honda,Jazz,First,26000,Petrol,2015,White,5,19,5.98,5.75
1268,Skoda,Kushaq,First,6900,Petrol,2022,Red,5,17.7,18.45,18.35
1271,Maruti,Suzuki,First,13000,Petrol,2017,Grey,5,18.7,5.65,5.89
1272,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1273,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1274,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1276,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1277,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1278,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1279,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1280,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1281,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1282,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1286,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1287,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1288,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1289,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1292,Honda,All,First,4642,Petrol,2022,White,5,145,14.25,13.47
1293,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1295,Mercedes-Benz,E-Class,First,47945,Petrol,2017,Black,5,12.06,43.85,37.5
1298,Hyundai,Grand,Second,12000,Petrol,2015,Maroon,5,18.9,4.25,4.56
1300,Mercedes-Benz,GLA,Second,45000,Petrol,2015,White,5,18.7,15.9,16.91
1301,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1302,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1303,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1305,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1306,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1307,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1308,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1309,Hyundai,Verna,First,9434,Petrol,2019,Silver,5,18.7,10.37,10.58
1310,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1312,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1314,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1315,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1318,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1319,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1322,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1323,Hyundai,Elite,First,59235,Petrol,2015,Blue,5,18.6,4.99,5.35
1326,Hyundai,Verna,First,71549,Petrol,2016,White,5,18.7,6.9,6.53
1330,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1331,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1332,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1334,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1335,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1337,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1339,Tata,Altroz,First,7956,Petrol,2020,Grey,5,19.05,7.48,6.01
1340,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1341,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1342,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1343,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1344,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1346,Hyundai,i20,First,13616,Petrol,2014,Others,5,18.15,4.97,4.57
1348,Ford,EcoSport,Second,18014,Petrol,2019,Others,5,17,8.53,8.16
1349,Hyundai,Creta,First,16000,Petrol,2021,White,5,17,18.45,16.81
1351,Honda,City,First,20321,Petrol,2018,Silver,5,18.7,6.95,7.74
1357,Maruti,Suzuki,First,11736,Petrol,2018,Blue,5,22,6.35,6.52
1358,Honda,Jazz,First,17847,Petrol,2019,White,5,18.7,6.8,7.75
1359,Maruti,Suzuki,First,10519,Petrol,2021,Brown,5,20.52,6.8,7.75
1361,Mercedes-Benz,E-Class,Second,29675,Petrol,2011,White,5,12.06,11.25,13.78
1362,Audi,Q2,First,20000,Petrol,2020,White,5,188,29.25,35.38
1363,Honda,CR-V,Second,62577,Petrol,2015,Black,5,13.69999981,8.67,10.84
1367,Maruti,Suzuki,Second,53092,Petrol,2017,Silver,5,19.12,6.32,7.8
1368,Honda,City,Second,60621,Petrol,2016,Silver,5,18.7,7.07,7.31
1369,Hyundai,Santro,First,2963,Petrol,2021,Blue,5,20,5.53,6.5
1370,Toyota,Yaris,First,19785,Petrol,2018,White,5,17.1,7.83,8.57
1371,Honda,WR-V,First,11002,Petrol,2019,Grey,5,17.5,8.55,8.84
1372,Maruti,Suzuki,First,47072,Petrol,2017,Black,5,20.5,4.76,4.37
1373,Maruti,Suzuki,First,37333,Petrol,2017,White,5,20.5,4.57,4.44
1376,Ford,EcoSport,Second,18014,Petrol,2019,Others,5,17,8.53,8.16
